pop_titulo,id_pop,data_particao,data_inicio,data_fim,bairro,status
Acidente com vítima(s),2,2023-01-01,2023-01-01 17:23:12.000000 UTC,2023-01-01 17:48:06.000000 UTC,Campo grande,Fechado
Acidente com vítima(s),2,2023-01-01,2023-01-01 07:50:48.000000 UTC,2023-01-01 09:33:53.000000 UTC,Rio comprido,Fechado
Acidente com vítima(s),2,2023-01-01,2023-01-01 10:36:08.000000 UTC,2023-01-01 10:57:25.000000 UTC,Guaratiba,Fechado
Acidente com vítima(s),2,2023-01-01,2023-01-01 05:13:01.000000 UTC,2023-01-01 05:56:11.000000 UTC,Barra da tijuca,Fechado
Acidente com vítima(s),2,2023-01-01,2023-01-01 22:04:31.000000 UTC,2023-01-01 23:59:36.000000 UTC,Campo grande,Fechado
Acidente com vítima(s),2,2023-01-01,2023-01-01 23:53:48.000000 UTC,2023-01-01 23:58:30.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-01,2023-01-01 05:19:42.000000 UTC,2023-01-01 05:49:13.000000 UTC,Galeão,Fechado
Acidente/enguiço sem vítima,1,2023-01-01,2023-01-01 05:19:42.000000 UTC,2023-01-01 05:49:13.000000 UTC,Galeão,Fechado
Acidente/enguiço sem vítima,1,2023-01-01,2023-01-01 19:31:38.000000 UTC,2023-01-01 19:47:37.000000 UTC,Jacarepaguá,Fechado
Acidente/enguiço sem vítima,1,2023-01-01,2023-01-01 11:58:23.000000 UTC,2023-01-01 12:13:06.000000 UTC,Vigário geral,Fechado
Acidente/enguiço sem vítima,1,2023-01-01,2023-01-01 08:15:13.000000 UTC,2023-01-01 09:35:15.000000 UTC,Bonsucesso,Fechado
Acidente/enguiço sem vítima,1,2023-01-01,2023-01-01 19:56:13.000000 UTC,2023-01-01 20:00:42.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-01,2023-01-01 16:50:12.000000 UTC,2023-01-01 17:13:20.000000 UTC,Rio comprido,Fechado
Acidente/enguiço sem vítima,1,2023-01-01,2023-01-01 14:59:07.000000 UTC,2023-01-01 15:29:46.000000 UTC,São cristóvão,Fechado
Incêndio em imóvel,8,2023-01-01,2023-01-01 18:36:44.000000 UTC,2023-01-01 18:39:18.000000 UTC,Copacabana,Fechado
Incêndio em veículo(s),4,2023-01-01,2023-01-01 21:46:15.000000 UTC,2023-01-02 00:03:00.000000 UTC,Barra da tijuca,Fechado
Acidente com vítima(s),2,2023-01-02,2023-01-02 08:31:41.000000 UTC,2023-01-02 08:47:34.000000 UTC,Maracanã,Fechado
Acidente com vítima(s),2,2023-01-02,2023-01-02 02:15:49.000000 UTC,2023-01-02 04:18:17.000000 UTC,Santíssimo,Fechado
Acidente com vítima(s),2,2023-01-02,2023-01-02 03:37:43.000000 UTC,2023-01-02 03:51:12.000000 UTC,Santa teresa,Fechado
Acidente com vítima(s),2,2023-01-02,2023-01-02 14:51:13.000000 UTC,2023-01-02 16:04:23.000000 UTC,Ramos,Fechado
Acidente/enguiço sem vítima,1,2023-01-02,2023-01-02 06:05:44.000000 UTC,2023-01-02 07:26:11.000000 UTC,Benfica,Fechado
Acidente/enguiço sem vítima,1,2023-01-02,2023-01-02 09:30:41.000000 UTC,2023-01-02 10:30:42.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-02,2023-01-02 06:28:28.000000 UTC,2023-01-02 07:26:21.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-02,2023-01-02 15:59:28.000000 UTC,2023-01-02 16:24:59.000000 UTC,Paciencia,Fechado
Acidente/enguiço sem vítima,1,2023-01-02,2023-01-02 18:59:18.000000 UTC,2023-01-02 19:23:05.000000 UTC,Santa teresa,Fechado
Acidente/enguiço sem vítima,1,2023-01-02,2023-01-02 15:18:25.000000 UTC,2023-01-02 16:06:08.000000 UTC,Recreio dos bandeirantes,Fechado
Acidente/enguiço sem vítima,1,2023-01-02,2023-01-02 07:02:43.000000 UTC,2023-01-02 07:26:28.000000 UTC,Recreio dos bandeirantes,Fechado
Acidente/enguiço sem vítima,1,2023-01-02,2023-01-02 09:44:27.000000 UTC,2023-01-02 09:57:33.000000 UTC,São cristóvão,Fechado
Acidente/enguiço sem vítima,1,2023-01-02,2023-01-02 01:33:41.000000 UTC,2023-01-02 01:42:13.000000 UTC,Galeão,Fechado
Acidente/enguiço sem vítima,1,2023-01-02,2023-01-02 06:27:12.000000 UTC,2023-01-02 07:26:15.000000 UTC,Galeão,Fechado
Acidente/enguiço sem vítima,1,2023-01-02,2023-01-02 14:56:24.000000 UTC,2023-01-02 16:04:20.000000 UTC,Galeão,Fechado
Acidente/enguiço sem vítima,1,2023-01-02,2023-01-02 11:00:18.000000 UTC,2023-01-02 12:46:17.000000 UTC,Galeão,Fechado
Acidente/enguiço sem vítima,1,2023-01-02,2023-01-02 09:10:22.000000 UTC,2023-01-02 09:57:30.000000 UTC,Ramos,Fechado
Acidente/enguiço sem vítima,1,2023-01-02,2023-01-02 07:55:27.000000 UTC,2023-01-02 08:40:14.000000 UTC,Vila kennedy,Fechado
Acidente/enguiço sem vítima,1,2023-01-02,2023-01-02 07:00:13.000000 UTC,2023-01-02 07:26:24.000000 UTC,Ramos,Fechado
Acidente/enguiço sem vítima,1,2023-01-02,2023-01-02 21:05:22.000000 UTC,2023-01-02 22:49:54.000000 UTC,Engenho novo,Fechado
Acidente/enguiço sem vítima,1,2023-01-02,2023-01-02 09:28:58.000000 UTC,2023-01-02 10:30:39.000000 UTC,Engenho novo,Fechado
Acidente/enguiço sem vítima,1,2023-01-02,2023-01-02 13:34:15.000000 UTC,2023-01-02 14:34:41.000000 UTC,Joá,Fechado
Acidente/enguiço sem vítima,1,2023-01-02,2023-01-02 11:16:18.000000 UTC,2023-01-02 12:46:52.000000 UTC,Botafogo,Fechado
Acidente/enguiço sem vítima,1,2023-01-02,2023-01-02 09:46:51.000000 UTC,2023-01-02 10:10:36.000000 UTC,Ramos,Fechado
Acidente/enguiço sem vítima,1,2023-01-02,2023-01-02 17:51:26.000000 UTC,2023-01-02 18:24:41.000000 UTC,Gávea,Fechado
Bolsão d'água em via,5,2023-01-02,2023-01-02 17:23:39.000000 UTC,2023-01-02 17:53:57.000000 UTC,Anchieta,Fechado
Operação policial,26,2023-01-02,2023-01-02 19:55:05.000000 UTC,2023-01-02 20:07:15.000000 UTC,Lagoa,Fechado
Acidente com vítima(s),2,2023-01-03,2023-01-03 09:24:23.000000 UTC,2023-01-03 09:25:31.000000 UTC,Ipanema,Fechado
Acidente com vítima(s),2,2023-01-03,2023-01-03 22:35:43.000000 UTC,2023-01-04 00:28:24.000000 UTC,Praca da bandeira,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 10:34:22.000000 UTC,2023-01-03 11:13:30.000000 UTC,Pavuna,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 11:50:32.000000 UTC,2023-01-03 11:54:35.000000 UTC,Cordovil,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 10:22:33.000000 UTC,2023-01-03 11:12:43.000000 UTC,Guadalupe,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 22:20:20.000000 UTC,2023-01-04 00:21:08.000000 UTC,Guaratiba,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 22:46:31.000000 UTC,2023-01-04 00:25:24.000000 UTC,Bonsucesso,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 07:21:32.000000 UTC,2023-01-03 07:23:06.000000 UTC,Coelho neto,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 09:01:16.000000 UTC,2023-01-03 09:16:50.000000 UTC,Engenho novo,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 08:14:09.000000 UTC,2023-01-03 08:50:13.000000 UTC,Santo cristo,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 06:02:15.000000 UTC,2023-01-03 07:00:12.000000 UTC,Santo cristo,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 12:02:35.000000 UTC,2023-01-03 12:04:36.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 15:32:29.000000 UTC,2023-01-03 16:15:34.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 10:38:48.000000 UTC,2023-01-03 11:13:49.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 11:45:56.000000 UTC,2023-01-03 11:47:54.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 12:10:06.000000 UTC,2023-01-03 12:17:34.000000 UTC,Parada de lucas,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 14:04:37.000000 UTC,2023-01-03 14:13:38.000000 UTC,Ponte rio niteroi,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 12:05:41.000000 UTC,2023-01-03 12:07:40.000000 UTC,Recreio dos bandeirantes,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 09:55:52.000000 UTC,2023-01-03 11:12:14.000000 UTC,Santa teresa,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 14:07:02.000000 UTC,2023-01-03 14:13:06.000000 UTC,Ponte rio niteroi,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 08:35:58.000000 UTC,2023-01-03 08:50:03.000000 UTC,Santa teresa,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 23:03:34.000000 UTC,2023-01-04 00:26:06.000000 UTC,Galeão,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 23:07:50.000000 UTC,2023-01-04 00:26:52.000000 UTC,Galeão,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 23:23:19.000000 UTC,2023-01-04 00:27:31.000000 UTC,Galeão,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 06:40:05.000000 UTC,2023-01-03 07:21:27.000000 UTC,Galeão,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 12:18:53.000000 UTC,2023-01-03 12:31:41.000000 UTC,Cajú,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 11:38:13.000000 UTC,2023-01-03 11:39:10.000000 UTC,Maré,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 07:24:34.000000 UTC,2023-01-03 07:25:34.000000 UTC,Penha,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 12:24:53.000000 UTC,2023-01-03 12:28:01.000000 UTC,Maré ,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 12:08:01.000000 UTC,2023-01-03 12:09:11.000000 UTC,Pavuna,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 07:23:33.000000 UTC,2023-01-03 07:24:29.000000 UTC,Galeão,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 12:29:58.000000 UTC,2023-01-03 12:32:00.000000 UTC,Ilha do governador,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 11:41:45.000000 UTC,2023-01-03 11:45:11.000000 UTC,Bonsucesso,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 08:59:44.000000 UTC,2023-01-03 09:16:42.000000 UTC,Engenho novo,Fechado
Acidente/enguiço sem vítima,1,2023-01-03,2023-01-03 14:16:24.000000 UTC,2023-01-03 14:30:46.000000 UTC,Santa teresa,Fechado
Bolsão d'água em via,5,2023-01-03,2023-01-03 17:18:41.000000 UTC,2023-01-03 18:22:05.000000 UTC,Centro,Fechado
Bolsão d'água em via,5,2023-01-03,2023-01-03 17:24:30.000000 UTC,2023-01-03 18:30:28.000000 UTC,Centro,Fechado
Bolsão d'água em via,5,2023-01-03,2023-01-03 17:41:08.000000 UTC,2023-01-03 18:22:45.000000 UTC,Centro,Fechado
Bolsão d'água em via,5,2023-01-03,2023-01-03 19:01:19.000000 UTC,2023-01-03 19:44:52.000000 UTC,Bonsucesso,Fechado
Bolsão d'água em via,5,2023-01-03,2023-01-03 18:52:17.000000 UTC,2023-01-03 19:30:44.000000 UTC,Bonsucesso,Fechado
Bolsão d'água em via,5,2023-01-03,2023-01-03 17:42:57.000000 UTC,2023-01-03 18:16:41.000000 UTC,Cidade nova,Fechado
Bolsão d'água em via,5,2023-01-03,2023-01-03 17:12:05.000000 UTC,2023-01-03 18:35:22.000000 UTC,São cristóvão,Fechado
Bolsão d'água em via,5,2023-01-03,2023-01-03 19:50:52.000000 UTC,2023-01-03 19:53:02.000000 UTC,Magalhães bastos,Fechado
Incêndio em veículo(s),4,2023-01-03,2023-01-03 10:29:03.000000 UTC,2023-01-03 11:13:14.000000 UTC,Recreio dos bandeirantes,Fechado
Queda de árvore,11,2023-01-03,2023-01-03 17:26:43.000000 UTC,2023-01-03 18:27:50.000000 UTC,Centro,Fechado
Queda de árvore,11,2023-01-03,2023-01-03 17:06:18.000000 UTC,2023-01-03 18:17:19.000000 UTC,Cidade nova,Fechado
Queda de árvore,11,2023-01-03,2023-01-03 19:36:45.000000 UTC,2023-01-03 19:38:10.000000 UTC,Cidade nova,Fechado
Queda de árvore,11,2023-01-03,2023-01-03 07:50:30.000000 UTC,2023-01-03 07:52:50.000000 UTC,Parque anchieta,Fechado
Acidente com vítima(s),2,2023-01-04,2023-01-04 07:07:53.000000 UTC,2023-01-04 08:28:15.000000 UTC,Campo grande,Fechado
Acidente com vítima(s),2,2023-01-04,2023-01-04 07:35:38.000000 UTC,2023-01-04 08:23:06.000000 UTC,São conrado,Fechado
Acidente com vítima(s),2,2023-01-04,2023-01-04 09:34:27.000000 UTC,2023-01-04 09:50:05.000000 UTC,Gávea,Fechado
Acidente com vítima(s),2,2023-01-04,2023-01-04 06:30:00.000000 UTC,2023-01-04 08:28:58.000000 UTC,Galeão,Fechado
Acidente com vítima(s),2,2023-01-04,2023-01-04 08:09:06.000000 UTC,2023-01-04 08:23:55.000000 UTC,Leblon,Fechado
Acidente/enguiço sem vítima,1,2023-01-04,2023-01-04 07:42:32.000000 UTC,2023-01-04 08:27:04.000000 UTC,Recreio dos bandeirantes,Fechado
Acidente/enguiço sem vítima,1,2023-01-04,2023-01-04 20:40:32.000000 UTC,2023-01-04 21:01:05.000000 UTC,Taquara,Fechado
Acidente/enguiço sem vítima,1,2023-01-04,2023-01-04 23:29:28.000000 UTC,2023-01-05 00:40:51.000000 UTC,Benfica,Fechado
Acidente/enguiço sem vítima,1,2023-01-04,2023-01-04 06:57:48.000000 UTC,2023-01-04 07:18:23.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-04,2023-01-04 06:57:48.000000 UTC,2023-01-04 07:18:23.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-04,2023-01-04 07:49:13.000000 UTC,2023-01-04 08:26:41.000000 UTC,Vidigal,Fechado
Acidente/enguiço sem vítima,1,2023-01-04,2023-01-04 06:14:53.000000 UTC,2023-01-04 08:27:54.000000 UTC,Parada de lucas,Fechado
Acidente/enguiço sem vítima,1,2023-01-04,2023-01-04 06:25:13.000000 UTC,2023-01-04 08:29:19.000000 UTC,Jacarepaguá,Fechado
Acidente/enguiço sem vítima,1,2023-01-04,2023-01-04 10:58:47.000000 UTC,2023-01-04 13:35:16.000000 UTC,Lagoa,Fechado
Acidente/enguiço sem vítima,1,2023-01-04,2023-01-04 05:52:11.000000 UTC,2023-01-04 08:26:10.000000 UTC,Lagoa,Fechado
Acidente/enguiço sem vítima,1,2023-01-04,2023-01-04 15:07:57.000000 UTC,2023-01-04 15:18:22.000000 UTC,São cristovão,Fechado
Acidente/enguiço sem vítima,1,2023-01-04,2023-01-04 10:13:54.000000 UTC,2023-01-04 10:31:19.000000 UTC,Saúde,Fechado
Acidente/enguiço sem vítima,1,2023-01-04,2023-01-04 11:03:31.000000 UTC,2023-01-04 13:33:43.000000 UTC,Engenho novo,Fechado
Acidente/enguiço sem vítima,1,2023-01-04,2023-01-04 18:00:22.000000 UTC,2023-01-04 18:36:45.000000 UTC,Rio comprido,Fechado
Acidente/enguiço sem vítima,1,2023-01-04,2023-01-04 11:18:06.000000 UTC,2023-01-04 13:33:29.000000 UTC,Gávea,Fechado
Manifestação em local público,7,2023-01-04,2023-01-04 14:33:53.000000 UTC,2023-01-04 15:19:06.000000 UTC,Penha,Fechado
Queda de árvore,11,2023-01-04,2023-01-04 00:10:30.000000 UTC,2023-01-04 00:29:10.000000 UTC,Catumbi,Fechado
Residuos na via,41,2023-01-04,2023-01-04 23:06:20.000000 UTC,2023-01-05 00:23:19.000000 UTC,Del castilho,Fechado
Acidente com vítima(s),2,2023-01-05,2023-01-05 16:23:38.000000 UTC,2023-01-05 18:23:00.000000 UTC,Ramos,Fechado
Acidente com vítima(s),2,2023-01-05,2023-01-05 17:32:44.000000 UTC,2023-01-05 17:34:05.000000 UTC,Bonsucesso,Fechado
Acidente com vítima(s),2,2023-01-05,2023-01-05 17:32:44.000000 UTC,2023-01-05 17:34:05.000000 UTC,Bonsucesso,Fechado
Acidente com vítima(s),2,2023-01-05,2023-01-05 10:19:57.000000 UTC,2023-01-05 11:34:29.000000 UTC,Campo grande,Fechado
Acidente com vítima(s),2,2023-01-05,2023-01-05 10:19:57.000000 UTC,2023-01-05 11:34:29.000000 UTC,Campo grande,Fechado
Acidente com vítima(s),2,2023-01-05,2023-01-05 22:32:45.000000 UTC,2023-01-05 23:20:01.000000 UTC,Santa teresa,Fechado
Acidente com vítima(s),2,2023-01-05,2023-01-05 19:54:05.000000 UTC,2023-01-05 20:26:07.000000 UTC,Maré,Fechado
Acidente com vítima(s),2,2023-01-05,2023-01-05 13:31:02.000000 UTC,2023-01-05 14:06:24.000000 UTC,Paciencia,Fechado
Acidente com vítima(s),2,2023-01-05,2023-01-05 10:39:45.000000 UTC,2023-01-05 11:34:42.000000 UTC,Barra da tijuca,Fechado
Acidente com vítima(s),2,2023-01-05,2023-01-05 10:39:45.000000 UTC,2023-01-05 11:34:42.000000 UTC,Barra da tijuca,Fechado
Acidente com vítima(s),2,2023-01-05,2023-01-05 15:19:23.000000 UTC,2023-01-05 15:37:06.000000 UTC,Santa teresa,Fechado
Acidente com vítima(s),2,2023-01-05,2023-01-05 10:29:08.000000 UTC,2023-01-05 11:34:35.000000 UTC,Barros filho,Fechado
Acidente com vítima(s),2,2023-01-05,2023-01-05 10:29:08.000000 UTC,2023-01-05 11:34:35.000000 UTC,Barros filho,Fechado
Acidente com vítima(s),2,2023-01-05,2023-01-05 18:06:01.000000 UTC,2023-01-05 18:17:07.000000 UTC,Engenho novo,Fechado
Acidente com vítima(s),2,2023-01-05,2023-01-05 18:06:01.000000 UTC,2023-01-05 18:17:07.000000 UTC,Engenho novo,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 17:14:25.000000 UTC,2023-01-05 17:15:11.000000 UTC,Bangu,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 17:14:25.000000 UTC,2023-01-05 17:15:11.000000 UTC,Bangu,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 13:41:36.000000 UTC,2023-01-05 14:00:42.000000 UTC,Lagoa,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 10:23:13.000000 UTC,2023-01-05 10:59:21.000000 UTC,Centro,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 10:23:13.000000 UTC,2023-01-05 10:59:21.000000 UTC,Centro,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 14:44:15.000000 UTC,2023-01-05 15:28:35.000000 UTC,Centro,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 08:21:47.000000 UTC,2023-01-05 08:32:23.000000 UTC,Centro,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 13:51:05.000000 UTC,2023-01-05 15:28:11.000000 UTC,Centro,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 17:09:36.000000 UTC,2023-01-05 17:11:11.000000 UTC,Tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 17:09:36.000000 UTC,2023-01-05 17:11:11.000000 UTC,Tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 17:13:09.000000 UTC,2023-01-05 17:14:01.000000 UTC,Taquara,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 17:13:09.000000 UTC,2023-01-05 17:14:01.000000 UTC,Taquara,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 17:11:38.000000 UTC,2023-01-05 17:12:34.000000 UTC,Santa cruz,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 17:11:38.000000 UTC,2023-01-05 17:12:34.000000 UTC,Santa cruz,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 06:25:34.000000 UTC,2023-01-05 07:47:44.000000 UTC,Laranjeiras,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 11:54:58.000000 UTC,2023-01-05 12:48:28.000000 UTC,Laranjeiras,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 11:54:58.000000 UTC,2023-01-05 12:48:28.000000 UTC,Laranjeiras,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 16:34:51.000000 UTC,2023-01-05 16:55:33.000000 UTC,Campo grande,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 16:34:51.000000 UTC,2023-01-05 16:55:33.000000 UTC,Campo grande,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 13:40:07.000000 UTC,2023-01-05 13:57:57.000000 UTC,Engenho novo,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 20:07:14.000000 UTC,2023-01-05 20:15:17.000000 UTC,Rio comprido,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 20:07:14.000000 UTC,2023-01-05 20:15:17.000000 UTC,Rio comprido,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 20:58:53.000000 UTC,2023-01-05 21:05:22.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 10:44:08.000000 UTC,2023-01-05 10:51:23.000000 UTC,São cristóvão,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 10:44:08.000000 UTC,2023-01-05 10:51:23.000000 UTC,São cristóvão,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 14:37:31.000000 UTC,2023-01-05 15:01:34.000000 UTC,Praca da bandeira,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 16:31:04.000000 UTC,2023-01-05 16:55:30.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 16:31:04.000000 UTC,2023-01-05 16:55:30.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 15:51:32.000000 UTC,2023-01-05 16:55:11.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 15:51:32.000000 UTC,2023-01-05 16:55:11.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 16:39:15.000000 UTC,2023-01-05 17:48:38.000000 UTC,Santo cristo,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 13:07:55.000000 UTC,2023-01-05 13:30:24.000000 UTC,Lagoa,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 13:07:55.000000 UTC,2023-01-05 13:30:24.000000 UTC,Lagoa,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 15:55:44.000000 UTC,2023-01-05 16:55:19.000000 UTC,Santo cristo,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 15:55:44.000000 UTC,2023-01-05 16:55:19.000000 UTC,Santo cristo,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 17:55:24.000000 UTC,2023-01-05 18:17:04.000000 UTC,Laranjeiras,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 12:53:53.000000 UTC,2023-01-05 15:28:02.000000 UTC,Santo cristo,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 15:53:26.000000 UTC,2023-01-05 16:55:14.000000 UTC,Centro,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 18:39:51.000000 UTC,2023-01-05 20:27:15.000000 UTC,Centro,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 15:53:26.000000 UTC,2023-01-05 16:55:14.000000 UTC,Centro,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 17:22:39.000000 UTC,2023-01-05 17:48:41.000000 UTC,Centro,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 14:29:03.000000 UTC,2023-01-05 14:42:51.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 14:29:03.000000 UTC,2023-01-05 14:42:51.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 17:50:24.000000 UTC,2023-01-05 18:16:56.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 18:13:50.000000 UTC,2023-01-05 18:25:05.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 14:19:19.000000 UTC,2023-01-05 14:42:44.000000 UTC,Santa teresa,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 14:19:19.000000 UTC,2023-01-05 14:42:44.000000 UTC,Santa teresa,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 16:28:28.000000 UTC,2023-01-05 16:55:27.000000 UTC,Santa teresa,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 07:40:23.000000 UTC,2023-01-05 07:47:50.000000 UTC,Santa teresa,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 16:28:28.000000 UTC,2023-01-05 16:55:27.000000 UTC,Santa teresa,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 16:32:44.000000 UTC,2023-01-05 16:59:32.000000 UTC,Santa teresa,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 16:32:44.000000 UTC,2023-01-05 16:59:32.000000 UTC,Santa teresa,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 14:12:31.000000 UTC,2023-01-05 15:28:29.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 08:04:59.000000 UTC,2023-01-05 08:36:32.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 08:24:17.000000 UTC,2023-01-05 08:36:34.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 17:44:31.000000 UTC,2023-01-05 18:01:52.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 17:44:31.000000 UTC,2023-01-05 18:01:52.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-05,2023-01-05 11:52:30.000000 UTC,2023-01-05 12:48:24.000000 UTC,Galeão,Fechado
