pop_titulo,id_pop,data_particao,data_inicio,data_fim,bairro,status
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 15:58:40.000000 UTC,2023-01-21 16:32:44.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 20:17:48.000000 UTC,2023-01-21 20:44:25.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 20:17:48.000000 UTC,2023-01-21 20:44:25.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 20:17:48.000000 UTC,2023-01-21 20:44:25.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 15:58:40.000000 UTC,2023-01-21 16:32:44.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 15:58:40.000000 UTC,2023-01-21 16:32:44.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 15:58:40.000000 UTC,2023-01-21 16:32:44.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 20:17:48.000000 UTC,2023-01-21 20:44:25.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 20:17:48.000000 UTC,2023-01-21 20:44:25.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 20:17:48.000000 UTC,2023-01-21 20:44:25.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 09:35:04.000000 UTC,2023-01-21 09:55:55.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 09:35:04.000000 UTC,2023-01-21 09:55:55.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 09:35:04.000000 UTC,2023-01-21 09:55:55.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 09:35:04.000000 UTC,2023-01-21 09:55:55.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:51:35.000000 UTC,2023-01-21 20:22:40.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:51:35.000000 UTC,2023-01-21 20:22:40.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:51:35.000000 UTC,2023-01-21 20:22:40.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:51:35.000000 UTC,2023-01-21 20:22:40.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:51:35.000000 UTC,2023-01-21 20:22:40.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:51:35.000000 UTC,2023-01-21 20:22:40.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:51:35.000000 UTC,2023-01-21 20:22:40.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:51:35.000000 UTC,2023-01-21 20:22:40.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 06:59:07.000000 UTC,2023-01-21 07:42:14.000000 UTC,Cidade universitária da universidade federal do rio de janeiro,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 06:59:07.000000 UTC,2023-01-21 07:42:14.000000 UTC,Cidade universitária da universidade federal do rio de janeiro,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:49:29.000000 UTC,2023-01-21 20:22:18.000000 UTC,Galeão,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:49:29.000000 UTC,2023-01-21 20:22:18.000000 UTC,Galeão,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:49:29.000000 UTC,2023-01-21 20:22:18.000000 UTC,Galeão,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:49:29.000000 UTC,2023-01-21 20:22:18.000000 UTC,Galeão,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:49:29.000000 UTC,2023-01-21 20:22:18.000000 UTC,Galeão,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:49:29.000000 UTC,2023-01-21 20:22:18.000000 UTC,Galeão,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:49:29.000000 UTC,2023-01-21 20:22:18.000000 UTC,Galeão,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:49:29.000000 UTC,2023-01-21 20:22:18.000000 UTC,Galeão,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 07:59:56.000000 UTC,2023-01-21 08:48:42.000000 UTC,Gávea,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 16:59:34.000000 UTC,2023-01-21 18:09:35.000000 UTC,Gávea,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 16:59:34.000000 UTC,2023-01-21 18:09:35.000000 UTC,Gávea,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 07:59:56.000000 UTC,2023-01-21 08:48:42.000000 UTC,Gávea,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 16:59:34.000000 UTC,2023-01-21 18:09:35.000000 UTC,Gávea,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 16:59:34.000000 UTC,2023-01-21 18:09:35.000000 UTC,Gávea,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 13:31:58.000000 UTC,2023-01-21 14:11:00.000000 UTC,Centro,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 13:31:58.000000 UTC,2023-01-21 14:11:00.000000 UTC,Centro,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 13:31:58.000000 UTC,2023-01-21 14:11:00.000000 UTC,Centro,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 13:31:58.000000 UTC,2023-01-21 14:11:00.000000 UTC,Centro,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 13:31:58.000000 UTC,2023-01-21 14:11:00.000000 UTC,Centro,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 13:31:58.000000 UTC,2023-01-21 14:11:00.000000 UTC,Centro,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 13:31:58.000000 UTC,2023-01-21 14:11:00.000000 UTC,Centro,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 13:31:58.000000 UTC,2023-01-21 14:11:00.000000 UTC,Centro,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 08:14:44.000000 UTC,2023-01-21 08:48:44.000000 UTC,Olaria,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 09:04:35.000000 UTC,2023-01-21 09:54:34.000000 UTC,Olaria,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 09:04:35.000000 UTC,2023-01-21 09:54:34.000000 UTC,Olaria,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 15:06:23.000000 UTC,2023-01-21 16:00:20.000000 UTC,Olaria,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 15:06:23.000000 UTC,2023-01-21 16:00:20.000000 UTC,Olaria,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 08:14:44.000000 UTC,2023-01-21 08:48:44.000000 UTC,Olaria,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 09:04:35.000000 UTC,2023-01-21 09:54:34.000000 UTC,Olaria,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 09:04:35.000000 UTC,2023-01-21 09:54:34.000000 UTC,Olaria,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 15:06:23.000000 UTC,2023-01-21 16:00:20.000000 UTC,Olaria,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 15:06:23.000000 UTC,2023-01-21 16:00:20.000000 UTC,Olaria,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:45:59.000000 UTC,2023-01-21 20:21:48.000000 UTC,Jacarepaguá,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:45:59.000000 UTC,2023-01-21 20:21:48.000000 UTC,Jacarepaguá,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:45:59.000000 UTC,2023-01-21 20:21:48.000000 UTC,Jacarepaguá,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:45:59.000000 UTC,2023-01-21 20:21:48.000000 UTC,Jacarepaguá,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:45:59.000000 UTC,2023-01-21 20:21:48.000000 UTC,Jacarepaguá,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:45:59.000000 UTC,2023-01-21 20:21:48.000000 UTC,Jacarepaguá,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:45:59.000000 UTC,2023-01-21 20:21:48.000000 UTC,Jacarepaguá,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:45:59.000000 UTC,2023-01-21 20:21:48.000000 UTC,Jacarepaguá,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 14:57:33.000000 UTC,2023-01-21 15:20:42.000000 UTC,Engenho novo,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 14:57:33.000000 UTC,2023-01-21 15:20:42.000000 UTC,Engenho novo,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 14:57:33.000000 UTC,2023-01-21 15:20:42.000000 UTC,Engenho novo,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 14:57:33.000000 UTC,2023-01-21 15:20:42.000000 UTC,Engenho novo,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:56:26.000000 UTC,2023-01-21 20:23:09.000000 UTC,Engenho novo,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:56:26.000000 UTC,2023-01-21 20:23:09.000000 UTC,Engenho novo,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:56:26.000000 UTC,2023-01-21 20:23:09.000000 UTC,Engenho novo,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:56:26.000000 UTC,2023-01-21 20:23:09.000000 UTC,Engenho novo,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:56:26.000000 UTC,2023-01-21 20:23:09.000000 UTC,Engenho novo,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:56:26.000000 UTC,2023-01-21 20:23:09.000000 UTC,Engenho novo,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:56:26.000000 UTC,2023-01-21 20:23:09.000000 UTC,Engenho novo,Fechado
Acidente/enguiço sem vítima,1,2023-01-21,2023-01-21 19:56:26.000000 UTC,2023-01-21 20:23:09.000000 UTC,Engenho novo,Fechado
Deslizamento,28,2023-01-21,2023-01-21 18:48:02.000000 UTC,2023-01-21 20:55:05.000000 UTC,Jacarepaguá,Fechado
Deslizamento,28,2023-01-21,2023-01-21 18:48:02.000000 UTC,2023-01-21 20:55:05.000000 UTC,Jacarepaguá,Fechado
Deslizamento,28,2023-01-21,2023-01-21 18:48:02.000000 UTC,2023-01-21 20:55:05.000000 UTC,Jacarepaguá,Fechado
Deslizamento,28,2023-01-21,2023-01-21 18:48:02.000000 UTC,2023-01-21 20:55:05.000000 UTC,Jacarepaguá,Fechado
Evento em local público ou particular,21,2023-01-21,2023-01-21 13:25:03.000000 UTC,2023-01-21 19:27:51.000000 UTC,Maracanã,Fechado
Evento em local público ou particular,21,2023-01-21,2023-01-21 13:25:03.000000 UTC,2023-01-21 19:27:51.000000 UTC,Maracanã,Fechado
Evento em local público ou particular,21,2023-01-21,2023-01-21 13:25:03.000000 UTC,2023-01-21 19:27:51.000000 UTC,Maracanã,Fechado
Evento em local público ou particular,21,2023-01-21,2023-01-21 13:25:03.000000 UTC,2023-01-21 19:27:51.000000 UTC,Maracanã,Fechado
Obra em local público,25,2023-01-21,2023-01-21 14:12:30.000000 UTC,2023-01-21 16:01:55.000000 UTC,Cidade universitária da universidade federal do rio de janeiro,Fechado
Obra em local público,25,2023-01-21,2023-01-21 14:12:30.000000 UTC,2023-01-21 16:01:55.000000 UTC,Cidade universitária da universidade federal do rio de janeiro,Fechado
Obra em local público,25,2023-01-21,2023-01-21 14:12:30.000000 UTC,2023-01-21 16:01:55.000000 UTC,Cidade universitária da universidade federal do rio de janeiro,Fechado
Obra em local público,25,2023-01-21,2023-01-21 14:12:30.000000 UTC,2023-01-21 16:01:55.000000 UTC,Cidade universitária da universidade federal do rio de janeiro,Fechado
Operação policial,26,2023-01-21,2023-01-21 16:34:30.000000 UTC,2023-01-21 17:37:03.000000 UTC,São conrado,Fechado
Operação policial,26,2023-01-21,2023-01-21 16:34:30.000000 UTC,2023-01-21 17:37:03.000000 UTC,São conrado,Fechado
Operação policial,26,2023-01-21,2023-01-21 16:34:30.000000 UTC,2023-01-21 17:37:03.000000 UTC,São conrado,Fechado
Operação policial,26,2023-01-21,2023-01-21 16:34:30.000000 UTC,2023-01-21 17:37:03.000000 UTC,São conrado,Fechado
Operação policial,26,2023-01-21,2023-01-21 11:00:21.000000 UTC,2023-01-21 16:28:38.000000 UTC,Laranjeiras,Fechado
Operação policial,26,2023-01-21,2023-01-21 11:00:21.000000 UTC,2023-01-21 16:28:38.000000 UTC,Laranjeiras,Fechado
Operação policial,26,2023-01-21,2023-01-21 11:00:21.000000 UTC,2023-01-21 16:28:38.000000 UTC,Laranjeiras,Fechado
Operação policial,26,2023-01-21,2023-01-21 11:00:21.000000 UTC,2023-01-21 16:28:38.000000 UTC,Laranjeiras,Fechado
Operação policial,26,2023-01-21,2023-01-21 14:32:00.000000 UTC,2023-01-21 17:02:00.000000 UTC,Lagoa,Fechado
Operação policial,26,2023-01-21,2023-01-21 14:32:00.000000 UTC,2023-01-21 17:02:00.000000 UTC,Lagoa,Fechado
Operação policial,26,2023-01-21,2023-01-21 14:32:00.000000 UTC,2023-01-21 17:02:00.000000 UTC,Lagoa,Fechado
Operação policial,26,2023-01-21,2023-01-21 14:32:00.000000 UTC,2023-01-21 17:02:00.000000 UTC,Lagoa,Fechado
Queda de árvore sobre fiação,40,2023-01-21,2023-01-21 10:27:17.000000 UTC,2023-01-21 14:28:23.000000 UTC,Tijuca,Fechado
Queda de árvore sobre fiação,40,2023-01-21,2023-01-21 10:27:17.000000 UTC,2023-01-21 14:28:23.000000 UTC,Tijuca,Fechado
Queda de árvore sobre fiação,40,2023-01-21,2023-01-21 10:42:40.000000 UTC,2023-01-21 11:30:18.000000 UTC,Freguesia de jacarepaguá,Fechado
Queda de árvore sobre fiação,40,2023-01-21,2023-01-21 10:42:40.000000 UTC,2023-01-21 11:30:18.000000 UTC,Freguesia de jacarepaguá,Fechado
Queda de árvore sobre fiação,40,2023-01-21,2023-01-21 10:27:17.000000 UTC,2023-01-21 14:28:23.000000 UTC,Tijuca,Fechado
Queda de árvore sobre fiação,40,2023-01-21,2023-01-21 10:27:17.000000 UTC,2023-01-21 14:28:23.000000 UTC,Tijuca,Fechado
Queda de árvore sobre fiação,40,2023-01-21,2023-01-21 10:42:40.000000 UTC,2023-01-21 11:30:18.000000 UTC,Freguesia de jacarepaguá,Fechado
Queda de árvore sobre fiação,40,2023-01-21,2023-01-21 10:42:40.000000 UTC,2023-01-21 11:30:18.000000 UTC,Freguesia de jacarepaguá,Fechado
Acidente com vítima(s),2,2023-01-22,2023-01-22 03:08:00.000000 UTC,2023-01-22 03:20:59.000000 UTC,Itanhangá,Fechado
Acidente com vítima(s),2,2023-01-22,2023-01-22 06:56:32.000000 UTC,2023-01-22 07:41:59.000000 UTC,Barra da tijuca,Fechado
Acidente com vítima(s),2,2023-01-22,2023-01-22 12:57:23.000000 UTC,2023-01-22 13:53:09.000000 UTC,Barra da tijuca,Fechado
Acidente com vítima(s),2,2023-01-22,2023-01-22 22:16:45.000000 UTC,2023-01-22 23:34:40.000000 UTC,Caju,Fechado
Acidente com vítima(s),2,2023-01-22,2023-01-22 07:38:56.000000 UTC,2023-01-22 08:21:21.000000 UTC,Barra da tijuca,Fechado
Acidente com vítima(s),2,2023-01-22,2023-01-22 07:38:56.000000 UTC,2023-01-22 08:21:21.000000 UTC,Barra da tijuca,Fechado
Acidente com vítima(s),2,2023-01-22,2023-01-22 07:46:44.000000 UTC,2023-01-22 08:21:30.000000 UTC,Barra da tijuca,Fechado
Acidente com vítima(s),2,2023-01-22,2023-01-22 07:46:44.000000 UTC,2023-01-22 08:21:30.000000 UTC,Barra da tijuca,Fechado
Acidente com vítima(s),2,2023-01-22,2023-01-22 10:00:36.000000 UTC,2023-01-22 10:40:27.000000 UTC,Rio comprido,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 01:38:05.000000 UTC,2023-01-22 03:14:53.000000 UTC,Jardim botânico,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 01:38:05.000000 UTC,2023-01-22 03:14:53.000000 UTC,Jardim botânico,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 03:44:54.000000 UTC,2023-01-22 03:51:57.000000 UTC,Jacaré,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 03:44:54.000000 UTC,2023-01-22 03:51:57.000000 UTC,Jacaré,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 03:44:54.000000 UTC,2023-01-22 03:51:57.000000 UTC,Jacaré,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 06:59:31.000000 UTC,2023-01-22 07:25:59.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 06:59:31.000000 UTC,2023-01-22 07:25:59.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 07:23:44.000000 UTC,2023-01-22 07:42:04.000000 UTC,São cristóvão,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 09:02:07.000000 UTC,2023-01-22 09:23:08.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 09:02:07.000000 UTC,2023-01-22 09:23:08.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 09:38:11.000000 UTC,2023-01-22 10:26:29.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 09:38:11.000000 UTC,2023-01-22 10:26:29.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 13:34:10.000000 UTC,2023-01-22 14:00:24.000000 UTC,Centro,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 13:58:48.000000 UTC,2023-01-22 14:27:26.000000 UTC,Recreio dos bandeirantes,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 13:58:48.000000 UTC,2023-01-22 14:27:26.000000 UTC,Recreio dos bandeirantes,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 19:11:13.000000 UTC,2023-01-22 19:51:26.000000 UTC,Deodoro,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 06:34:05.000000 UTC,2023-01-22 08:27:06.000000 UTC,Centro,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 06:14:16.000000 UTC,2023-01-22 07:25:57.000000 UTC,Santa teresa,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 13:37:34.000000 UTC,2023-01-22 13:48:38.000000 UTC,Santa teresa,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 13:37:34.000000 UTC,2023-01-22 13:48:38.000000 UTC,Santa teresa,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 08:40:35.000000 UTC,2023-01-22 10:04:51.000000 UTC,Guaratiba,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 09:23:53.000000 UTC,2023-01-22 10:04:19.000000 UTC,Cidade universitária da universidade federal do rio de janeiro,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 11:20:26.000000 UTC,2023-01-22 11:56:04.000000 UTC,Cidade universitária da universidade federal do rio de janeiro,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 11:20:26.000000 UTC,2023-01-22 11:56:04.000000 UTC,Cidade universitária da universidade federal do rio de janeiro,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 11:20:26.000000 UTC,2023-01-22 11:56:04.000000 UTC,Cidade universitária da universidade federal do rio de janeiro,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 11:55:05.000000 UTC,2023-01-22 13:19:29.000000 UTC,Cidade universitária da universidade federal do rio de janeiro,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 01:18:07.000000 UTC,2023-01-22 03:14:22.000000 UTC,Galeão,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 07:15:22.000000 UTC,2023-01-22 07:26:04.000000 UTC,Olaria,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 07:15:22.000000 UTC,2023-01-22 07:26:04.000000 UTC,Olaria,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 07:40:34.000000 UTC,2023-01-22 08:21:24.000000 UTC,Olaria,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 07:40:34.000000 UTC,2023-01-22 08:21:24.000000 UTC,Olaria,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 07:43:01.000000 UTC,2023-01-22 08:24:33.000000 UTC,Olaria,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 07:43:01.000000 UTC,2023-01-22 08:24:33.000000 UTC,Olaria,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 16:37:46.000000 UTC,2023-01-22 17:06:13.000000 UTC,Olaria,Fechado
Acidente/enguiço sem vítima,1,2023-01-22,2023-01-22 18:10:17.000000 UTC,2023-01-22 18:29:51.000000 UTC,Centro,Fechado
Evento em local público ou particular,21,2023-01-22,2023-01-22 05:25:35.000000 UTC,2023-01-22 10:03:10.000000 UTC,Santo cristo,Fechado
Evento em local público ou particular,21,2023-01-22,2023-01-22 08:42:52.000000 UTC,2023-01-22 10:25:09.000000 UTC,Flamengo,Fechado
Evento em local público ou particular,21,2023-01-22,2023-01-22 18:18:47.000000 UTC,2023-01-22 18:31:18.000000 UTC,Centro,Fechado
Evento em local público ou particular,21,2023-01-22,2023-01-22 18:22:26.000000 UTC,2023-01-22 18:31:24.000000 UTC,Centro,Fechado
Obra em local público,25,2023-01-22,2023-01-22 05:21:12.000000 UTC,2023-01-22 06:40:52.000000 UTC,Caju,Fechado
Obra em local público,25,2023-01-22,2023-01-22 05:21:12.000000 UTC,2023-01-22 06:40:52.000000 UTC,Caju,Fechado
Operação policial,26,2023-01-22,2023-01-22 07:34:54.000000 UTC,2023-01-22 08:33:59.000000 UTC,Olaria,Fechado
Operação policial,26,2023-01-22,2023-01-22 14:49:28.000000 UTC,2023-01-22 15:34:07.000000 UTC,Humaitá,Fechado
Operação policial,26,2023-01-22,2023-01-22 14:49:28.000000 UTC,2023-01-22 15:34:07.000000 UTC,Humaitá,Fechado
Acidente com vítima(s),2,2023-01-23,2023-01-23 00:36:03.000000 UTC,2023-01-23 04:46:31.000000 UTC,Jacarepaguá,Fechado
Acidente com vítima(s),2,2023-01-23,2023-01-23 10:18:26.000000 UTC,2023-01-23 10:19:37.000000 UTC,Praça seca,Fechado
Acidente com vítima(s),2,2023-01-23,2023-01-23 13:27:21.000000 UTC,2023-01-23 13:28:43.000000 UTC,Tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-23,2023-01-23 07:48:54.000000 UTC,2023-01-23 07:50:59.000000 UTC,Santo cristo,Fechado
Acidente/enguiço sem vítima,1,2023-01-23,2023-01-23 08:39:24.000000 UTC,2023-01-23 08:41:15.000000 UTC,Guaratiba,Fechado
Acidente/enguiço sem vítima,1,2023-01-23,2023-01-23 08:48:09.000000 UTC,2023-01-23 08:49:31.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-23,2023-01-23 09:42:51.000000 UTC,2023-01-23 09:45:38.000000 UTC,Benfica,Fechado
Acidente/enguiço sem vítima,1,2023-01-23,2023-01-23 09:46:08.000000 UTC,2023-01-23 09:47:13.000000 UTC,São cristóvão,Fechado
Acidente/enguiço sem vítima,1,2023-01-23,2023-01-23 09:49:19.000000 UTC,2023-01-23 09:50:08.000000 UTC,Coelho neto,Fechado
Acidente/enguiço sem vítima,1,2023-01-23,2023-01-23 10:11:05.000000 UTC,2023-01-23 10:12:26.000000 UTC,Bangu,Fechado
Acidente/enguiço sem vítima,1,2023-01-23,2023-01-23 10:20:55.000000 UTC,2023-01-23 10:24:26.000000 UTC,Barra da tijuca,Fechado
Acidente/enguiço sem vítima,1,2023-01-23,2023-01-23 10:26:47.000000 UTC,2023-01-23 10:29:31.000000 UTC,Engenho novo,Fechado
Acidente/enguiço sem vítima,1,2023-01-23,2023-01-23 10:46:09.000000 UTC,2023-01-23 10:48:26.000000 UTC,Cordovil,Fechado
Acidente/enguiço sem vítima,1,2023-01-23,2023-01-23 10:53:32.000000 UTC,2023-01-23 10:59:07.000000 UTC,Fundão,Fechado
Acidente/enguiço sem vítima,1,2023-01-23,2023-01-23 11:18:49.000000 UTC,2023-01-23 11:20:23.000000 UTC,Recreio dos bandeirantes,Fechado
Acidente/enguiço sem vítima,1,2023-01-23,2023-01-23 12:25:54.000000 UTC,2023-01-23 12:26:43.000000 UTC,Copacabana,Fechado
Acidente/enguiço sem vítima,1,2023-01-23,2023-01-23 12:27:15.000000 UTC,2023-01-23 12:28:16.000000 UTC,Guadalupe,Fechado
Acidente/enguiço sem vítima,1,2023-01-23,2023-01-23 13:01:08.000000 UTC,2023-01-23 13:02:23.000000 UTC,Taquara,Fechado
Acidente/enguiço sem vítima,1,2023-01-23,2023-01-23 13:48:27.000000 UTC,2023-01-23 13:49:30.000000 UTC,Realengo,Fechado
Acidente/enguiço sem vítima,1,2023-01-23,2023-01-23 08:38:07.000000 UTC,2023-01-23 08:39:05.000000 UTC,Penha,Fechado
Acidente/enguiço sem vítima,1,2023-01-23,2023-01-23 08:59:26.000000 UTC,2023-01-23 09:02:04.000000 UTC,Santa teresa,Fechado
Acidente/enguiço sem vítima,1,2023-01-23,2023-01-23 09:47:43.000000 UTC,2023-01-23 09:48:54.000000 UTC,Caju,Fechado
Acidente/enguiço sem vítima,1,2023-01-23,2023-01-23 12:19:04.000000 UTC,2023-01-23 12:20:40.000000 UTC,Caju,Fechado
Acidente/enguiço sem vítima,1,2023-01-23,2023-01-23 10:52:36.000000 UTC,2023-01-23 10:53:25.000000 UTC,São cristóvão,Fechado
